,name,EFA,thc_input,cbd_input,type_Indica,type_Sativa
597,Cactus,"Relaxed, Happy, Euphoric, Uplifted, Talkative, Dry Mouth, Paranoid, Citrus, Earthy, Pain, Stress, Nausea",858.4444444444445,13.0,1,0
598,Cadillac Purple,"Relaxed, Sleepy, Happy, Tingly, Euphoric, Dry Mouth, Paranoid, Anxious, Grape, Sweet, Berry, Stress, Pain, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
599,California Hash Plant,"Sleepy, Hungry, Relaxed, Citrus, Stress",858.4444444444445,13.0,1,0
600,Candy Cane,"Relaxed, Sleepy, Tingly, Creative, Happy, Dry Mouth, Paranoid, Sweet, Citrus, Mint, Stress, Insomnia, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
601,CannaSutra,"Relaxed, Euphoric, Sleepy, Happy, Uplifted, Dry Mouth, Sweet, Berry, Pain, Stress, Depression, Insomnia",858.4444444444445,13.0,1,0
602,Capers,"Sleepy, Happy, Hungry, Relaxed, Uplifted, Dry Mouth, Skunk, Earthy, Muscle Spasms, Insomnia, Nausea, Pain, Lack of Appetite",858.4444444444445,13.0,1,0
603,Caramel Kona Coffee Kush,"Happy, Relaxed, Sleepy, Uplifted, Creative, Coffee, Sweet, Earthy, Pain, Stress, Inflammation, Depression",858.4444444444445,13.0,1,0
604,Caramella,"Horny, Euphoric, Relaxed, Sweet, Insomnia",861.6176470588235,16.0,0,0
605,Cascadia Kush,"Relaxed, Euphoric, Tingly, Sleepy, Happy, Dry Mouth, Earthy, Sweet, Depression, Pain, Stress, Insomnia",858.4444444444445,13.0,1,0
606,Casper OG,"Relaxed, Uplifted, Happy, Sleepy, Earthy, Pine, Sweet, Insomnia, Stress, Depression",861.6176470588235,16.0,0,0
607,CBD Critical Cure,"Relaxed, Uplifted, Happy, Hungry, Focused, Dry Mouth, Anxious, Earthy, Sweet, Pain, Stress, Inflammation, Muscle Spasms, Depression",858.4444444444445,13.0,1,0
608,CBD Critical Mass,"Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pain, Inflammation, Depression, Muscle Spasms",861.6176470588235,16.0,0,0
609,CBD OX,"Horny, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Sweet, Berry, Depression, Insomnia, Pain, Stress",858.4444444444445,13.0,1,0
610,CBD Shark,"Relaxed, Happy, Sleepy, Focused, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Pain, Stress, Inflammation, Depression",858.4444444444445,13.0,1,0
611,Chem D.O.G.,"Relaxed, Uplifted, Euphoric, Sleepy, Happy, Sweet, Citrus, Lemon, Depression, Insomnia, Pain, Stress",858.4444444444445,13.0,1,0
612,Chem Scout,"Relaxed, Euphoric, Happy, Creative, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Skunk, Stress, Depression, Pain, Insomnia",861.6176470588235,16.0,0,0
613,Chemo,"Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Paranoid, Earthy, Sweet, Insomnia, Pain, Stress, Lack of Appetite, Depression",861.6176470588235,16.0,0,0
614,Cherries Jubilee,"Euphoric, Relaxed, Uplifted, Happy, Horny, Dry Mouth, Berry, Sweet, Stress, Depression, Pain, Nausea",858.4444444444445,13.0,1,0
615,Cherry Kola,"Euphoric, Happy, Relaxed, Uplifted, Dry Mouth, Paranoid, Anxious, Berry, Sweet, Stress, Depression, Pain, Lack of Appetite, Insomnia",861.6176470588235,16.0,0,0
616,China Yunnan,"Uplifted, Happy, Relaxed, Euphoric, Sleepy, Dry Mouth, Sweet, Earthy, Depression, Stress, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
617,Chocolate OG,"Happy, Relaxed, Sleepy, Uplifted, Euphoric, Sweet, Earthy, Stress, Pain, Depression, Inflammation",858.4444444444445,13.0,1,0
618,CHR Super OG,"Relaxed, Sleepy, Happy, Talkative, Dry Mouth, Paranoid, Anxious, Skunk, Sweet, Insomnia, Lack of Appetite, Muscle Spasms",858.4444444444445,13.0,1,0
619,Colorado Bubba,"Relaxed, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Anxious, Pineapple, Mango, Pine, Depression, Muscle Spasms, Pain, Stress, Lack of Appetite",861.6176470588235,16.0,0,0
620,Colorado Clementines,"Sleepy, Euphoric, Hungry, Relaxed, Tingly, Dry Mouth, Citrus, Orange, Lemon, Depression, Insomnia, Lack of Appetite, Pain, Stress",861.6176470588235,16.0,0,0
621,Commerce City Kush,"Euphoric, Happy, Relaxed, Sleepy, Talkative, Dry Mouth, Sweet, Insomnia, Pain, Stress, Depression",861.6176470588235,16.0,0,0
622,Confidential Cheese,"Sleepy, Relaxed, Happy, Hungry, Creative, Dry Mouth, Anxious, Paranoid, Pine, Sweet, Stress, Pain, Insomnia",861.6176470588235,16.0,0,0
623,Conspiracy Kush,"Relaxed, Happy, Euphoric, Sleepy, Creative, Dry Mouth, Anxious, Earthy, Sweet, Berry, Pain, Lack of Appetite, Stress, Insomnia, Inflammation",861.6176470588235,16.0,0,0
624,Cookie Monster,"Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious, Grape, Stress, Pain, Insomnia, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0,0,0
625,Cookies Kush,"Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Stress, Lack of Appetite, Insomnia, Depression, Pain",858.4444444444445,13.0,1,0
626,Copper Kush,"Relaxed, Euphoric, Happy, Uplifted, Tingly, Earthy, Depression, Pain, Stress",861.6176470588235,16.0,0,0
627,Corleone Kush,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Pine, Stress, Muscle Spasms, Pain, Depression, Insomnia",861.6176470588235,16.0,0,0
628,Cornbread,"Relaxed, Hungry, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Earthy, Citrus, Stress, Lack of Appetite, Pain, Insomnia",861.6176470588235,16.0,0,0
629,Cream Caramel,"Relaxed, Happy, Sleepy, Euphoric, Focused, Dry Mouth, Anxious, Sweet, Honey, Earthy, Stress, Insomnia, Depression, Pain",861.6176470588235,16.0,0,0
630,Critical Hog,"Relaxed, Happy, Hungry, Sleepy, Euphoric, Dry Mouth, Paranoid, Earthy, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
631,Critical Kush,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious, Paranoid, Earthy, Depression, Stress, Pain, Lack of Appetite, Insomnia",858.4444444444445,13.0,1,0
632,Critical Sensi Star,"Relaxed, Happy, Sleepy, Uplifted, Tingly, Dry Mouth, Paranoid, Citrus, Sweet, Stress, Pain, Depression, Muscle Spasms, Insomnia",861.6176470588235,16.0,0,0
633,Crosswalker,"Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Sweet, Blueberry, Pine, Depression, Pain, Inflammation, Insomnia",858.4444444444445,13.0,1,0
634,Crouching Tiger Hidden Alien,"Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth, Earthy, Pine, Stress, Inflammation, Muscle Spasms, Nausea, Pain",858.4444444444445,13.0,1,0
635,Crown OG,"Happy, Euphoric, Relaxed, Sleepy, Hungry, Dry Mouth, Earthy, Insomnia, Stress, Depression, Lack of Appetite, Pain",861.6176470588235,16.0,0,0
636,Crown Royale,"Euphoric, Happy, Relaxed, Sleepy, Horny, Dry Mouth, Sweet, Blueberry, Pain, Stress, Depression, Nausea",858.4444444444445,13.0,1,0
637,Cuvee,"Euphoric, Relaxed, Uplifted, Happy, Anxious, Dry Mouth, Sweet, Citrus, Stress, Pain, Depression, Insomnia",858.4444444444445,13.0,1,0
638,Dakini Kush,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Coffee, Berry, Earthy, Insomnia, Pain, Stress, Depression",861.6176470588235,16.0,0,0
639,Dank Schrader,"Relaxed, Happy, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid, Pine, Earthy, Pain, Stress, Inflammation, Depression, Insomnia",858.4444444444445,13.0,1,0
640,Dark Side of the Moon,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Berry, Sweet, Stress, Insomnia, Depression, Pain",861.6176470588235,16.0,0,0
641,Dark Star,"Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Pain, Stress, Insomnia, Depression",858.4444444444445,13.0,1,0
642,Darkside OG,"Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Sweet, Earthy, Lemon, Muscle Spasms, Seizures, Insomnia",858.4444444444445,13.0,1,0
643,Deadwood,"Relaxed, Sleepy, Creative, Focused, Happy, Berry, Lavender, Earthy, Stress, Muscle Spasms, Pain",858.4444444444445,13.0,1,0
644,Death Bubba,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Sweet, Earthy, Insomnia, Pain, Stress, Lack of Appetite, Depression",858.4444444444445,13.0,1,0
645,Death Star OG,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Earthy, Stress, Pain, Insomnia, Depression, Nausea",858.4444444444445,13.0,1,0
646,Denver Maple,"Relaxed, Sleepy, Uplifted, Happy, Dry Mouth, Sweet, Earthy, Pine, Stress, Depression",858.4444444444445,13.0,1,0
647,Devil Fruit,"Relaxed, Happy, Euphoric, Focused, Hungry, Dry Mouth, Anxious, Paranoid, Pepper, Sweet, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0,0,0
648,Digweed,"Happy, Relaxed, Uplifted, Sleepy, Creative, Dry Mouth, Paranoid, Anxious, Earthy, Skunk, Pain, Stress, Depression, Inflammation, Insomnia",858.4444444444445,13.0,1,0
649,Dorit,"Relaxed, Euphoric, Tingly, Sleepy, Uplifted, Ammonia, Inflammation, Pain, Stress",861.6176470588235,16.0,0,0
650,Danky Doodle,"Euphoric, Happy, Uplifted, Horny, Energetic, Dry Mouth, Paranoid, Sweet, Skunk, Stress, Pain, Depression, Insomnia, Nausea",858.4444444444445,13.0,1,0
651,Double Mint,"Uplifted, Euphoric, Sleepy, Talkative, Tingly, Mint, Lemon, Insomnia, Lack of Appetite, Stress",861.6176470588235,16.0,0,0
652,Double OG,"Happy, Euphoric, Relaxed, Creative, Energetic, Dry Mouth, Anxious, Earthy, Skunk, Insomnia, Muscle Spasms, Pain, Depression",861.6176470588235,16.0,0,0
653,Dr. Funk,"Euphoric, Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Earthy, Berry, Blueberry, Stress, Insomnia, Lack of Appetite, Pain, Depression",861.6176470588235,16.0,0,0
654,Dream Berry,"Relaxed, Sleepy, Euphoric, Happy, Dry Mouth, Berry, Citrus, Pain, Depression, Stress, Insomnia, Lack of Appetite",861.6176470588235,16.0,0,0
655,Dutch Kush,"Hungry, Sleepy, Relaxed, Creative, Berry, Insomnia, Lack of Appetite, Depression, Stress",858.4444444444445,13.0,1,0
656,Dynamite,"Euphoric, Tingly, Talkative, Creative, Horny, Dry Mouth, Anxious, Earthy, Citrus, Stress, Pain, Inflammation, Depression",861.6176470588235,16.0,0,0
657,Eastern European,"Sleepy, Happy, Relaxed, Earthy, Pine, Insomnia, Lack of Appetite, Muscle Spasms",858.4444444444445,13.0,1,0
658,Edelweiss,"Happy, Relaxed, Hungry, Sleepy, Creative, Dry Mouth, Paranoid, Sweet, Lime, Earthy, Stress, Pain, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0,0,0
659,El Chapo OG,"Happy, Uplifted, Relaxed, Creative, Dry Mouth, Paranoid, Anxious, Sweet, Coffee, Earthy, Stress, Insomnia, Pain, Depression, Muscle Spasms",858.4444444444445,13.0,1,0
660,El Jefe,"Relaxed, Euphoric, Tingly, Happy, Creative, Dry Mouth, Paranoid, Earthy, Pine, Depression, Stress, Pain, Insomnia",861.6176470588235,16.0,0,0
661,Electric Black Mamba,"Relaxed, Uplifted, Creative, Sleepy, Euphoric, Earthy, Pine, Pain, Stress",858.4444444444445,13.0,1,0
662,Emerald OG,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Anxious, Citrus, Stress, Depression, Insomnia, Nausea",861.6176470588235,16.0,0,0
663,Enemy of the State,"Relaxed, Focused, Sleepy, Horny, Euphoric, Anxious, Dry Mouth, Paranoid, Sweet, Berry, Stress, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
664,Enigma,"Relaxed, Happy, Sleepy, Euphoric, Dry Mouth, Citrus, Insomnia, Depression, Pain, Nausea, Inflammation",861.6176470588235,16.0,0,0
665,Eran Almog,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Citrus, Stress, Insomnia, Pain, Inflammation, Depression",861.6176470588235,16.0,0,0
666,Erez,"Relaxed, Happy, Sleepy, Euphoric, Tingly, Dry Mouth, Berry, Blueberry, Pain, Depression, Stress, Nausea, Insomnia",861.6176470588235,16.0,0,0
667,Everlast,"Relaxed, Sleepy, Happy, Tingly, Euphoric, Dry Mouth, Earthy, Skunk, Stress, Insomnia, Pain, Depression, Inflammation",858.4444444444445,13.0,1,0
668,Extreme Cream,"Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Stress, Depression, Muscle Spasms, Inflammation",861.6176470588235,16.0,0,0
669,Extreme OG,"Relaxed, Sleepy, Hungry, Happy, Horny, Dry Mouth, Lime, Earthy, Citrus, Pain, Stress, Muscle Spasms, Lack of Appetite, Nausea",861.6176470588235,16.0,0,0
670,Face Off OG,"Relaxed, Sleepy, Hungry, Euphoric, Happy, Dry Mouth, Earthy, Citrus, Pine, Pain, Stress, Insomnia, Lack of Appetite, Depression",858.4444444444445,13.0,1,0
671,Fat Purple,"Happy, Horny, Euphoric, Relaxed, Berry, Grape, Sweet, Pain, Stress, Insomnia",861.6176470588235,16.0,0,0
672,Faygo Red Pop,"Relaxed, Happy, Uplifted, Creative, Euphoric, Dry Mouth, Strawberry, Rose, Pine, Stress, Lack of Appetite, Nausea, Depression",858.4444444444445,13.0,1,0
673,Flaming Cookies,"Happy, Relaxed, Euphoric, Hungry, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Stress, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0,0,0
674,Flo OG,"Happy, Relaxed, Euphoric, Focused, Creative, Dry Mouth, Sweet, Berry, Pain, Stress, Inflammation, Insomnia",858.4444444444445,13.0,1,0
675,Flowerbomb Kush,"Relaxed, Hungry, Sleepy, Tingly, Happy, Dry Mouth, Anxious, Paranoid, Earthy, Citrus, Stress, Pain, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0,0,0
676,Four Way,"Sleepy, Euphoric, Relaxed, Focused, Paranoid, Pepper, Sweet, Honey, Stress, Depression",861.6176470588235,16.0,0,0
677,Frankenstein,"Relaxed, Sleepy, Creative, Tingly, Focused, Dry Mouth, Anxious, Earthy, Skunk, Stress, Insomnia, Pain, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
678,Freezeland,"Happy, Euphoric, Relaxed, Sleepy, Dry Mouth, Paranoid, Pine, Earthy, Stress, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
679,Frida,"Relaxed, Happy, Creative, Horny, Uplifted, Anxious, Lemon, Earthy, Pine, Pain, Inflammation, Stress, Muscle Spasms, Depression",858.4444444444445,13.0,1,0
680,Frosty,"Sleepy, Relaxed, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Skunk, Sweet, Stress, Insomnia, Pain, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
681,Fruitylicious,"Relaxed, Happy, Euphoric, Horny, Sleepy, Dry Mouth, Sweet, Blueberry, Depression, Insomnia, Pain, Stress",861.6176470588235,16.0,0,0
682,Funky Monkey,"Relaxed, Tingly, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Earthy, Berry, Sweet, Pain, Insomnia, Lack of Appetite, Stress, Muscle Spasms",858.4444444444445,13.0,1,0
683,G13,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Earthy, Sweet, Stress, Pain, Depression, Insomnia, Inflammation",858.4444444444445,13.0,1,0
684,Gandalf OG,"Sleepy, Happy, Relaxed, Euphoric, Tingly, Dry Mouth, Sweet, Grape, Pine, Insomnia, Inflammation, Pain, Depression",858.4444444444445,13.0,1,0
685,Ghost OG Moonshine,"Euphoric, Happy, Hungry, Relaxed, Sleepy, Dry Mouth, Earthy, Skunk, Depression, Lack of Appetite, Pain, Stress, Insomnia",858.4444444444445,13.0,1,0
686,Ghost Ship,"Relaxed, Happy, Sleepy, Euphoric, Tingly, Dry Mouth, Paranoid, Earthy, Skunk, Insomnia, Pain, Stress, Depression, Muscle Spasms",858.4444444444445,13.0,1,0
687,Gigabud,"Hungry, Relaxed, Sleepy, Happy, Focused, Dry Mouth, Anxious, Sweet, Pine, Pain, Stress, Lack of Appetite, Insomnia, Nausea",861.6176470588235,16.0,0,0
688,Gobbilygoo,"Happy, Euphoric, Hungry, Relaxed, Sleepy, Dry Mouth, Berry, Grape, Lavender, Insomnia, Lack of Appetite, Pain, Stress",861.6176470588235,16.0,0,0
689,Gobbstopper,"Happy, Relaxed, Euphoric, Horny, Sleepy, Dry Mouth, Sweet, Berry, Depression, Nausea, Stress, Insomnia",861.6176470588235,16.0,0,0
690,Godfather OG,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid, Earthy, Pine, Stress, Insomnia, Pain, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
691,Godfather Purple Kush,"Euphoric, Relaxed, Happy, Sleepy, Tingly, Dry Mouth, Paranoid, Berry, Insomnia, Pain, Stress, Inflammation",858.4444444444445,13.0,1,0
692,Godâ€™s Bubba,"Relaxed, Happy, Sleepy, Tingly, Uplifted, Dry Mouth, Earthy, Pain, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
693,Godâ€™s Treat,"Relaxed, Talkative, Uplifted, Euphoric, Happy, Dry Mouth, Blueberry, Earthy, Inflammation, Muscle Spasms, Pain, Stress",858.4444444444445,13.0,1,0
694,Godzilla,"Euphoric, Relaxed, Sleepy, Creative, Happy, Dry Mouth, Earthy, Berry, Pain, Inflammation, Stress, Insomnia, Depression",861.6176470588235,16.0,0,0
695,Gog & Magog,"Sleepy, Hungry, Uplifted, Euphoric, Happy, Dry Mouth, Earthy, Insomnia, Lack of Appetite, Pain, Stress",858.4444444444445,13.0,1,0
696,Goldberry,"Euphoric, Tingly, Creative, Happy, Focused, Dry Mouth, Paranoid, Mint, Earthy, Nausea, Stress, Pain, Depression",858.4444444444445,13.0,1,0
697,Gooberry,"Euphoric, Happy, Relaxed, Horny, Dry Mouth, Berry, Sweet, Pain, Stress, Nausea, Lack of Appetite, Inflammation",861.6176470588235,16.0,0,0
698,Gorilla Biscuit,"Happy, Sleepy, Relaxed, Euphoric, Hungry, Dry Mouth, Coffee, Pine, Pain, Insomnia, Stress, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
699,Grand Doggy Purps,"Relaxed, Focused, Creative, Happy, Uplifted, Dry Mouth, Anxious, Paranoid, Grape, Sweet, Earthy, Pain, Stress, Depression, Inflammation, Muscle Spasms",858.4444444444445,13.0,1,0
700,Grandmaâ€™s Sugar Cookies,"Relaxed, Sleepy, Happy, Talkative, Anxious, Sweet, Pain, Stress, Depression",858.4444444444445,13.0,1,0
701,Grandpa Larry OG,"Relaxed, Euphoric, Happy, Tingly, Uplifted, Dry Mouth, Paranoid, Sweet, Earthy, Insomnia, Depression, Stress, Pain, Inflammation",861.6176470588235,16.0,0,0
702,Grandpaâ€™s Breath,"Relaxed, Creative, Sleepy, Uplifted, Euphoric, Earthy, Grape, Insomnia, Stress",858.4444444444445,13.0,1,0
703,Grape Cookies,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious, Grape, Sweet, Berry, Stress, Muscle Spasms, Pain, Insomnia",861.6176470588235,16.0,0,0
704,Grape Drink,"Tingly, Creative, Euphoric, Happy, Grape, Sweet, Depression, Pain, Stress",861.6176470588235,16.0,0,0
705,Grape Inferno,"Relaxed, Sleepy, Hungry, Focused, Happy, Dry Mouth, Paranoid, Anxious, Citrus, Insomnia, Pain, Stress, Depression, Inflammation",861.6176470588235,16.0,0,0
706,Grape OX,"Hungry, Sleepy, Relaxed, Tingly, Uplifted, Dry Mouth, Paranoid, Grape, Sweet, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0,0,0
707,Grape Valley Kush,"Relaxed, Sleepy, Euphoric, Hungry, Creative, Pineapple, Lack of Appetite, Pain, Muscle Spasms, Inflammation, Depression",861.6176470588235,16.0,0,0
708,Green Dragon,"Relaxed, Euphoric, Uplifted, Sleepy, Happy, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Pain, Stress, Nausea, Depression",861.6176470588235,16.0,0,0
709,Green Love Potion,"Relaxed, Horny, Tingly, Euphoric, Sleepy, Dry Mouth, Pine, Pain, Muscle Spasms, Insomnia, Lack of Appetite, Stress",861.6176470588235,16.0,0,0
710,Green Mango,"Euphoric, Uplifted, Happy, Talkative, Creative, Citrus, Earthy, Muscle Spasms, Pain",861.6176470588235,16.0,0,0
711,Green Poison,"Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Sweet, Citrus, Stress, Lack of Appetite, Muscle Spasms, Insomnia, Pain",861.6176470588235,16.0,0,0
712,Green Python,"Sleepy, Euphoric, Happy, Relaxed, Tingly, Dry Mouth, Sweet, Earthy, Insomnia, Lack of Appetite, Muscle Spasms, Pain",861.6176470588235,16.0,0,0
713,Grimace,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Insomnia, Pain, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
714,Guard Dawg,"Euphoric, Happy, Relaxed, Sweet, Earthy, Muscle Spasms",861.6176470588235,16.0,0,0
715,Gumbo,"Euphoric, Relaxed, Happy, Talkative, Sleepy, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Stress, Insomnia, Depression, Inflammation",861.6176470588235,16.0,0,0
716,Gutbuster,"Relaxed, Creative, Sleepy, Berry, Pain, Stress, Muscle Spasms",861.6176470588235,16.0,0,0
717,Hades Haze,"Relaxed, Sleepy, Talkative, Euphoric, Citrus, Earthy, Insomnia, Depression, Lack of Appetite, Pain",858.4444444444445,13.0,1,0
718,Hammerhead,"Sleepy, Horny, Tingly, Relaxed, Euphoric, Dry Mouth, Berry, Earthy, Insomnia, Pain, Stress, Lack of Appetite",861.6176470588235,16.0,0,0
719,Haoma,"Relaxed, Happy, Sleepy, Hungry, Uplifted, Dry Mouth, Citrus, Earthy, Stress, Insomnia, Inflammation, Pain, Muscle Spasms",858.4444444444445,13.0,1,0
720,Hardcore OG,"Happy, Relaxed, Uplifted, Sleepy, Focused, Dry Mouth, Anxious, Earthy, Pine, Blueberry, Stress, Pain, Insomnia, Depression",858.4444444444445,13.0,1,0
721,Harmonia,"Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Earthy, Sweet, Pain, Inflammation, Stress",858.4444444444445,13.0,1,0
722,Hashbar OG,"Euphoric, Happy, Creative, Uplifted, Relaxed, Dry Mouth, Sweet, Earthy, Skunk, Lack of Appetite, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0,0,0
723,Hawaiian Purple Kush,"Relaxed, Happy, Hungry, Sleepy, Dry Mouth, Anxious, Sweet, Stress, Insomnia, Lack of Appetite, Pain, Depression",861.6176470588235,16.0,0,0
724,Himalayan Blackberry,"Sleepy, Happy, Tingly, Euphoric, Relaxed, Dry Mouth, Berry, Blueberry, Insomnia, Stress, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
725,Honey Boo Boo,"Relaxed, Sleepy, Euphoric, Tingly, Uplifted, Dry Mouth, Anxious, Honey, Citrus, Lemon, Pain, Stress, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
726,Hulkamania,"Horny, Tingly, Uplifted, Euphoric, Happy, Sweet, Berry, Depression, Inflammation, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
727,Humboldt Dream,"Creative, Relaxed, Uplifted, Happy, Sleepy, Dry Mouth, Berry, Sweet, Earthy, Stress, Insomnia, Lack of Appetite, Pain, Depression",858.4444444444445,13.0,1,0
728,Iced Widow,"Relaxed, Happy, Talkative, Hungry, Dry Mouth, Anxious, Earthy, Pine, Lack of Appetite, Stress, Pain, Insomnia, Depression",858.4444444444445,13.0,1,0
729,Ill OG,"Sleepy, Tingly, Euphoric, Happy, Dry Mouth, Earthy, Pine, Depression, Inflammation, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
730,Illuminati OG,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Earthy, Pine, Depression, Insomnia, Stress",858.4444444444445,13.0,1,0
731,Jack Burton,"Horny, Sleepy, Uplifted, Creative, Euphoric, Sweet, Rose, Inflammation, Insomnia, Pain, Stress",858.4444444444445,13.0,1,0
732,Jawa Pie,"Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Earthy, Honey, Depression, Insomnia, Lack of Appetite, Pain",858.4444444444445,13.0,1,0
733,Jedi Kush,"Relaxed, Euphoric, Happy, Uplifted, Sleepy, Dry Mouth, Anxious, Earthy, Sweet, Stress, Pain, Depression, Insomnia",861.6176470588235,16.0,0,0
734,Jelly Roll,"Relaxed, Happy, Tingly, Sweet, Nausea, Stress",858.4444444444445,13.0,1,0
735,Jr,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Pain, Stress, Insomnia, Depression, Nausea",858.4444444444445,13.0,1,0
736,K-Train,"Happy, Euphoric, Uplifted, Creative, Horny, Dry Mouth, Paranoid, Citrus, Earthy, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0,0,0
737,Kali China,"Creative, Relaxed, Euphoric, Uplifted, Focused, Mango, Depression, Pain, Nausea, Stress, Insomnia",858.4444444444445,13.0,1,0
738,Kandahar,"Relaxed, Sleepy, Uplifted, Euphoric, Earthy, Insomnia, Depression, Pain, Stress",861.6176470588235,16.0,0,0
739,Katsu Bubba Kush,"Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Berry, Grape, Stress, Pain, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
740,Katsu Kush,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Stress, Insomnia, Muscle Spasms, Depression",858.4444444444445,13.0,1,0
741,KC 36,"Sleepy, Relaxed, Uplifted, Euphoric, Hungry, Paranoid, Sweet, Blueberry, Grape, Depression, Stress",858.4444444444445,13.0,1,0
742,Kelly Hill Gold,"Happy, Energetic, Euphoric, Talkative, Horny, Dry Mouth, Pepper, Earthy, Coffee, Pain, Stress, Inflammation, Muscle Spasms",858.4444444444445,13.0,1,0
743,Khufu,"Relaxed, Euphoric, Happy, Focused, Uplifted, Dry Mouth, Sweet, Pain, Insomnia, Stress, Depression",861.6176470588235,16.0,0,0
744,King Louis XIII,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Stress, Insomnia, Pain, Depression, Muscle Spasms",861.6176470588235,16.0,0,0
